[2.95472443e-01 8.91275108e-01 3.99091419e-07],[ 0.37035114  0.8496722  -0.02290743],[ 0.4195841   0.76585639 -0.01986354],[ 0.44251224  0.68920285 -0.01704106],[ 0.45170683  0.63227755 -0.01361637],[0.35797241 0.65476209 0.02489026],[0.36464259 0.57322943 0.02512321],[0.36764723 0.52735555 0.01493758],[0.36958578 0.49196661 0.00495292],[0.31430587 0.6508401  0.02727472],[0.31220907 0.56992948 0.02265338],[0.31677172 0.53342336 0.00170227],[ 0.32045367  0.52575696 -0.01417617],[0.27294382 0.66223955 0.02422717],[0.26451397 0.58282864 0.01366882],[ 0.26458168  0.54606086 -0.0090192 ],[ 0.26647958  0.5398342  -0.02409389],[0.23061708 0.68927741 0.01845097],[0.21800318 0.61793691 0.00444571],[ 0.2124148   0.57723576 -0.01135709],[ 0.21358699  0.55698663 -0.02214426]
[4.05815393e-01 7.96447456e-01 1.45889658e-07],[ 0.47450075  0.77017808 -0.02750675],[ 0.53097749  0.691553   -0.03640649],[ 0.5633468   0.61683536 -0.0466531 ],[ 0.58323032  0.5572077  -0.0564329 ],[0.47615781 0.5571146  0.00208868],[ 0.48254898  0.46408895 -0.009434  ],[ 0.4885782   0.40878662 -0.01514086],[ 0.4936038   0.36519328 -0.0195501 ],[0.43576255 0.55270928 0.00168579],[ 0.44965529  0.45580086 -0.02727406],[ 0.4564451   0.51797694 -0.0344203 ],[ 0.4578504   0.56803054 -0.0284495 ],[ 0.3945381   0.56250906 -0.00332142],[ 0.40429068  0.4714883  -0.03736876],[ 0.41398811  0.53925276 -0.03170889],[ 0.41434938  0.59101743 -0.01598293],[ 0.34953403  0.58442116 -0.01093797],[ 0.35585564  0.50580931 -0.03627089],[ 0.36881077  0.54549938 -0.03174595],[ 0.37380308  0.58609855 -0.02095964]
[4.08370644e-01 7.98479438e-01 1.30456542e-07],[ 0.47611672  0.77316314 -0.02755003],[ 0.53271931  0.69156826 -0.03580416],[ 0.56399262  0.61678755 -0.04501178],[ 0.58572811  0.55884576 -0.05356751],[0.47812805 0.55785346 0.00096648],[ 0.48415294  0.4642536  -0.0107572 ],[ 0.48967671  0.40927804 -0.0165328 ],[ 0.49431956  0.36543396 -0.02098258],[0.43704769 0.5536024  0.00082383],[ 0.45151204  0.45709705 -0.0291422 ],[ 0.45793146  0.52131665 -0.03663053],[ 0.45853639  0.57319582 -0.03054316],[ 0.39498517  0.56421018 -0.00374145],[ 0.40404725  0.47320563 -0.03880535],[ 0.41388163  0.54259473 -0.03328019],[ 0.41420943  0.59519374 -0.01722665],[ 0.34943801  0.5863179  -0.01075955],[ 0.35505033  0.50892651 -0.0365721 ],[ 0.36859164  0.54659104 -0.03207892],[ 0.37395945  0.584454   -0.02112196]
[4.06555355e-01 8.00260067e-01 1.14984033e-07],[ 0.47781399  0.76992893 -0.02454531],[ 0.53266644  0.69225883 -0.03160039],[ 0.56374794  0.61825395 -0.04005328],[ 0.58425122  0.56130248 -0.04821478],[0.47744757 0.55589634 0.00410544],[ 0.48401013  0.46290028 -0.00593692],[ 0.4896909   0.40910941 -0.01146314],[ 0.49425891  0.36540046 -0.01607531],[0.43677562 0.5516715  0.00310279],[ 0.45037213  0.458574   -0.02328702],[ 0.45634827  0.52292651 -0.02925479],[ 0.45789403  0.57207161 -0.02315731],[ 0.39516434  0.56317449 -0.00215832],[ 0.403878    0.47503191 -0.03372828],[ 0.41311708  0.54292345 -0.02654629],[ 0.41364837  0.59249347 -0.01057001],[ 0.34950235  0.58759046 -0.00976903],[ 0.35382736  0.51072633 -0.03320617],[ 0.36746991  0.55136335 -0.02683884],[ 0.37366852  0.59092301 -0.01508302]
[4.07064199e-01 8.02421689e-01 1.07839142e-07],[ 0.4750711   0.77820665 -0.0283119 ],[ 0.53205287  0.69421947 -0.03734674],[ 0.56448805  0.61906517 -0.04702788],[ 0.58747685  0.5619598  -0.05623977],[ 0.47807431  0.56091988 -0.00435176],[ 0.48435962  0.46410358 -0.01843806],[ 0.49090528  0.40895438 -0.02594081],[ 0.49653575  0.36426562 -0.03162881],[ 0.43623665  0.55741823 -0.00454576],[ 0.45097727  0.4611021  -0.03750951],[ 0.45795971  0.52559048 -0.04628114],[ 0.45875761  0.57902169 -0.04129782],[ 0.39373174  0.56868815 -0.00900049],[ 0.40226752  0.47614011 -0.04531094],[ 0.41301408  0.54456413 -0.04012093],[ 0.41443962  0.59833527 -0.02463169],[ 0.34781691  0.59096146 -0.01595894],[ 0.35295385  0.51349896 -0.04258608],[ 0.36705026  0.55410129 -0.03848586],[ 0.3727836   0.59521538 -0.02800936]
[4.07123148e-01 8.05405259e-01 1.08587805e-07],[ 0.47713283  0.77738172 -0.02540163],[ 0.53313899  0.69558203 -0.03395661],[ 0.56647193  0.62188983 -0.04375622],[ 0.5902825   0.56531411 -0.0533237 ],[ 0.47881639  0.56316417 -0.00253584],[ 0.48671463  0.46449539 -0.01564538],[ 0.49508449  0.40968731 -0.02223111],[ 0.50081289  0.3654241  -0.02731501],[ 0.43744341  0.559201   -0.00398907],[ 0.45123449  0.46246561 -0.03409081],[ 0.45858836  0.5299356  -0.04062238],[ 0.45904234  0.58140093 -0.03472167],[ 0.39528012  0.5708003  -0.00954998],[ 0.40479374  0.47854099 -0.04352655],[ 0.41503918  0.54824978 -0.03578883],[ 0.4146221   0.59948653 -0.0193319 ],[ 0.34926131  0.59434021 -0.01744683],[ 0.35491961  0.51795763 -0.04246559],[ 0.36968854  0.55855238 -0.03637224],[ 0.37498364  0.59716904 -0.02483054]
[4.06373441e-01 8.10901403e-01 7.47899875e-08],[ 0.47988635  0.78350264 -0.02531429],[ 0.53627801  0.70077914 -0.0334319 ],[ 0.56908035  0.6246345  -0.04301902],[ 0.59181458  0.56783706 -0.05259166],[ 0.48213139  0.56925511 -0.00360693],[ 0.48891774  0.46917582 -0.01807715],[ 0.49670041  0.4133271  -0.02562687],[ 0.5018357   0.36732644 -0.03157182],[ 0.44055405  0.56453872 -0.00566101],[ 0.45323536  0.46715665 -0.03788804],[ 0.46054372  0.53445274 -0.04534416],[ 0.46134552  0.58513498 -0.03995848],[ 0.39847109  0.57586825 -0.01178968],[ 0.40556416  0.48228374 -0.04729792],[ 0.4164241   0.5521912  -0.03974209],[ 0.41716957  0.60347617 -0.0232267 ],[ 0.35282615  0.59980357 -0.02032865],[ 0.35638422  0.52036458 -0.04670983],[ 0.37130049  0.56159931 -0.04115296],[ 0.37749773  0.60149211 -0.02985136]
[4.02900457e-01 8.20332408e-01 4.17238120e-08],[ 0.48164558  0.78969169 -0.02115346],[ 0.53775489  0.70584434 -0.02663096],[ 0.57281941  0.63103366 -0.03435358],[ 0.5968107   0.57527578 -0.04273931],[4.84517574e-01 5.74841082e-01 5.50345285e-04],[ 0.49292099  0.47181728 -0.0127733 ],[ 0.50133198  0.41526312 -0.02083469],[ 0.50618261  0.36796278 -0.02757173],[ 0.44423863  0.56938297 -0.00336252],[ 0.45735779  0.47340605 -0.035552  ],[ 0.46504831  0.54279113 -0.04424091],[ 0.4652372   0.59640801 -0.03962974],[ 0.40195233  0.58107036 -0.01090713],[ 0.40934488  0.48610145 -0.0460823 ],[ 0.42076451  0.55964231 -0.038113  ],[ 0.41999817  0.61195785 -0.02132302],[ 0.3550522   0.60671037 -0.02041307],[ 0.3607145   0.52487934 -0.04682081],[ 0.37656742  0.57175183 -0.03960842],[ 0.38146424  0.61446869 -0.02694722]
[4.00615364e-01 8.29985261e-01 2.00278532e-08],[ 0.48453376  0.79666924 -0.01807399],[ 0.54118145  0.71480668 -0.02131373],[ 0.57669592  0.63908577 -0.02737388],[ 0.60156512  0.58423859 -0.03411296],[0.48815674 0.58048362 0.00656617],[ 0.49782202  0.47805554 -0.0049159 ],[ 0.50522542  0.42222133 -0.01251175],[ 0.51000345  0.37367681 -0.01940702],[0.44766688 0.57316655 0.00179653],[ 0.46191397  0.47826952 -0.02970958],[ 0.46965241  0.54910928 -0.03913237],[ 0.4710499   0.60344416 -0.0350481 ],[ 0.40499797  0.58410817 -0.0063386 ],[ 0.41358235  0.48937497 -0.04102885],[ 0.42576018  0.56633216 -0.03288291],[ 0.42606771  0.61942631 -0.01595821],[ 0.35763413  0.61079526 -0.01615587],[ 0.36606663  0.52760255 -0.04250626],[ 0.38259426  0.57896769 -0.03471132],[ 0.38847756  0.62351763 -0.02150859]
[ 4.03100878e-01  8.35712254e-01 -2.63680278e-08],[ 0.48599821  0.80214155 -0.01522386],[ 0.54357344  0.7201823  -0.01852032],[ 0.57884401  0.64675081 -0.02542436],[ 0.60257274  0.59326684 -0.03365268],[0.49260467 0.58646429 0.00406357],[ 0.50061613  0.47927904 -0.0112653 ],[ 0.50973439  0.42483789 -0.0215128 ],[ 0.51598144  0.37793219 -0.02974117],[ 0.45287356  0.58020681 -0.00332518],[ 0.46872342  0.48424238 -0.03843724],[ 0.47394896  0.55719745 -0.04934796],[ 0.4720518   0.61200064 -0.04609484],[ 0.41003618  0.59192574 -0.01385257],[ 0.41990259  0.4952012  -0.05155247],[ 0.43087539  0.57412547 -0.04340329],[ 0.42977008  0.62774265 -0.02608301],[ 0.36116916  0.61929017 -0.02569395],[ 0.370709    0.53492588 -0.05350826],[ 0.38624594  0.58676428 -0.04506611],[ 0.39047915  0.63105863 -0.03132043]
[ 4.01480526e-01  8.42050791e-01 -7.46321547e-08],[ 0.48830897  0.8085531  -0.01131478],[ 0.54581904  0.72580618 -0.01073669],[ 0.58035177  0.65108365 -0.01415507],[ 0.60351402  0.60161781 -0.01898591],[0.49590883 0.59190488 0.00984517],[ 0.50512457  0.48483068 -0.00211557],[ 0.51306736  0.42970854 -0.01099575],[ 0.51837283  0.38021797 -0.01907347],[0.45658195 0.58486372 0.0018539 ],[ 0.47145003  0.49277383 -0.03178671],[ 0.47561696  0.56524068 -0.04339119],[ 0.47367251  0.62056011 -0.0409855 ],[ 0.4144161   0.59567088 -0.00870095],[ 0.42354506  0.50188482 -0.04406741],[ 0.43337849  0.5816769  -0.03633748],[ 0.43247253  0.63550013 -0.0199293 ],[ 0.36633992  0.6229192  -0.02030727],[ 0.37645483  0.54025662 -0.04613464],[ 0.39089546  0.59367132 -0.0374344 ],[ 0.39520589  0.63839698 -0.02393631]
[ 4.04208571e-01  8.45130920e-01 -7.15348776e-08],[ 0.49073955  0.81040996 -0.01154087],[ 0.54836583  0.72838306 -0.01137788],[ 0.5830608   0.65556771 -0.01561308],[ 0.60526717  0.60492271 -0.02149422],[0.49906313 0.5989365  0.01000854],[ 0.50851804  0.49368361 -0.00312694],[ 0.51595908  0.43785119 -0.01243648],[ 0.52099633  0.3872965  -0.02073455],[0.45958698 0.59025693 0.0009347 ],[ 0.47482473  0.49503493 -0.03445213],[ 0.47996286  0.56753141 -0.04651109],[ 0.47827765  0.62480056 -0.04377883],[ 0.41682723  0.59963059 -0.01100148],[ 0.42728636  0.50428569 -0.04898632],[ 0.437751    0.58404416 -0.04218775],[ 0.43670857  0.63905424 -0.02562388],[ 0.36839339  0.62600362 -0.0239281 ],[ 0.3795864   0.54066896 -0.05173025],[ 0.39413488  0.5947718  -0.04365139],[ 0.39811409  0.64159197 -0.03027175]
[ 4.10784423e-01  8.45273376e-01 -2.90169258e-08],[ 0.48976195  0.81657785 -0.01511317],[ 0.54809368  0.73261595 -0.01769233],[ 0.58199531  0.6582436  -0.02364325],[ 0.60547042  0.6071139  -0.03062996],[0.50180787 0.60149705 0.00314547],[ 0.51172411  0.49470699 -0.01097674],[ 0.52140307  0.44072226 -0.02008324],[ 0.52655786  0.39212945 -0.02787312],[ 0.4617953   0.59411824 -0.00424207],[ 0.47997683  0.49424016 -0.03935296],[ 0.48700067  0.56588686 -0.05080993],[ 0.48340157  0.62159097 -0.04806915],[ 0.41917464  0.60294813 -0.01440613],[ 0.43059346  0.50587112 -0.05221778],[ 0.44250959  0.58342284 -0.04596359],[ 0.44046545  0.63895714 -0.02998368],[ 0.37100804  0.62529629 -0.02580518],[ 0.38093305  0.54185903 -0.05414139],[ 0.39744049  0.5930689  -0.0477508 ],[ 0.40147039  0.64017212 -0.03563211]
[ 4.07804936e-01  8.47423017e-01 -5.78901158e-08],[ 0.49384403  0.81468487 -0.00791448],[ 0.54809868  0.73247939 -0.00677135],[ 0.58128291  0.65913773 -0.01063229],[ 0.60316682  0.60923052 -0.01643976],[0.5009492  0.60171819 0.01015164],[ 0.51130545  0.49436393 -0.00315526],[ 0.52230537  0.44027454 -0.01291968],[ 0.52879626  0.39162263 -0.02136241],[ 4.62613434e-01  5.93114138e-01 -9.56828153e-05],[ 0.48213989  0.49768752 -0.0337319 ],[ 0.48990542  0.57096708 -0.04559851],[ 0.48668182  0.62691039 -0.04360253],[ 0.42104849  0.60311359 -0.01261799],[ 0.43470457  0.50584149 -0.04893051],[ 0.44670659  0.58616185 -0.0414996 ],[ 0.44308895  0.64189827 -0.02509869],[ 0.37319341  0.63015449 -0.02574609],[ 0.38511294  0.54169226 -0.05308652],[ 0.40233475  0.59361506 -0.04453883],[ 0.40611613  0.64071321 -0.03092174]
[ 4.16633427e-01  8.43243480e-01 -3.80480820e-08],[ 0.49395436  0.81267548 -0.01197365],[ 0.54796201  0.72746909 -0.01368382],[ 0.5803138   0.65595341 -0.01990182],[ 0.60445839  0.6056546  -0.0273535 ],[0.5038951  0.60185289 0.00487889],[ 0.51271862  0.49471492 -0.01022446],[ 0.5225541   0.43904221 -0.01986662],[ 0.52846408  0.39004824 -0.02785286],[ 0.46572363  0.59508908 -0.00430797],[ 0.48408529  0.49674624 -0.04088153],[ 0.4938055   0.56725335 -0.05343828],[ 0.49086535  0.62351495 -0.05140887],[ 0.42439643  0.60387462 -0.01608339],[ 0.43706739  0.5045712  -0.05487908],[ 0.45124879  0.58264923 -0.04894947],[ 0.44859734  0.63946891 -0.03301752],[ 0.37719601  0.6256234  -0.02891647],[ 0.38670778  0.53826946 -0.05807604],[ 0.40547138  0.58537424 -0.05240392],[ 0.41011596  0.6311506  -0.04068207]
[ 4.08834577e-01  8.36161494e-01 -4.59323388e-08],[ 0.494717    0.80699837 -0.00891937],[ 0.54757786  0.72653604 -0.00846099],[ 0.57969749  0.65284199 -0.01303943],[ 0.60215211  0.60469264 -0.01935095],[0.50390393 0.59511983 0.01045032],[ 0.51371133  0.4899537  -0.00227331],[ 0.52365643  0.43550992 -0.01129245],[ 0.52939314  0.38773364 -0.01919485],[0.46604139 0.58763409 0.00092585],[ 0.48645446  0.49263263 -0.03212729],[ 0.49363974  0.56220704 -0.04389681],[ 0.49053359  0.61610848 -0.04179062],[ 0.42559594  0.59722507 -0.0110082 ],[ 0.43845201  0.50007093 -0.04633787],[ 0.45065734  0.57651603 -0.03962338],[ 0.44831437  0.63145351 -0.02382275],[ 0.37959695  0.62258577 -0.02379277],[ 0.38908616  0.53499442 -0.05049907],[ 0.40671882  0.58242548 -0.04352105],[ 0.41208372  0.62791556 -0.03118774]
[ 4.14261758e-01  8.27012658e-01 -1.97828296e-08],[ 0.49366546  0.79575604 -0.00899507],[ 0.54668117  0.71843082 -0.00953672],[ 0.579153    0.64727235 -0.01511393],[ 0.60152     0.5979054  -0.02239811],[0.50357223 0.58990324 0.00992732],[ 0.51337296  0.4858495  -0.00196209],[ 0.52150589  0.43180126 -0.01111671],[ 0.52694821  0.38433805 -0.01927427],[4.66316730e-01 5.83058059e-01 3.67678906e-04],[ 0.48554215  0.48933142 -0.03116824],[ 0.49501878  0.55406624 -0.04368613],[ 0.49427366  0.60922354 -0.04301947],[ 0.42642006  0.59269851 -0.01157126],[ 0.44041055  0.49445468 -0.04470453],[ 0.45474198  0.56546342 -0.03951864],[ 0.45389819  0.62171447 -0.02592134],[ 0.38127199  0.61673439 -0.02450928],[ 0.39181814  0.53019649 -0.0494298 ],[ 0.40939265  0.57301581 -0.04365107],[ 0.41498423  0.61806417 -0.03299179]
[ 4.17943388e-01  8.19277525e-01 -1.42721817e-08],[ 0.49464655  0.79050332 -0.01141377],[ 0.54554713  0.71314973 -0.0138939 ],[ 0.57785887  0.64388251 -0.02095596],[ 0.60234445  0.59638971 -0.02974412],[0.50633585 0.58774745 0.0041793 ],[ 0.51562619  0.48611927 -0.00990433],[ 0.52374458  0.43058842 -0.01970461],[ 0.5284428   0.38210833 -0.0281261 ],[ 0.46926337  0.57976496 -0.00459061],[ 0.48641104  0.48431587 -0.03808575],[ 0.49592754  0.5472526  -0.05121629],[ 0.49507397  0.60178959 -0.05081882],[ 0.42904499  0.58816808 -0.01575525],[ 0.44235438  0.48967338 -0.05143365],[ 0.4577204   0.55769634 -0.04827815],[ 0.45741674  0.61279351 -0.03548872],[ 0.38354504  0.61002147 -0.02785412],[ 0.39243925  0.52282017 -0.05494125],[ 0.41140449  0.56250638 -0.0513001 ],[ 0.41772711  0.60610777 -0.04185455]
[4.20168877e-01 8.13294768e-01 3.39926949e-08],[ 0.49139106  0.78273326 -0.01091434],[ 0.54373872  0.70352995 -0.01365949],[ 0.57728457  0.63599086 -0.02109152],[ 0.59995955  0.58690476 -0.02988262],[0.50364017 0.58227974 0.00525307],[ 0.51329666  0.48269314 -0.00835776],[ 0.52260208  0.42696646 -0.01755252],[ 0.52781498  0.37954372 -0.02525399],[ 0.46764305  0.57409066 -0.0039686 ],[ 0.48733857  0.47642326 -0.03578379],[ 0.50047034  0.53657794 -0.04793496],[ 0.50002903  0.59080875 -0.04693674],[ 0.42864525  0.58170491 -0.01556905],[ 0.44203174  0.48007488 -0.05018885],[ 0.45929131  0.54671854 -0.04619655],[ 0.45919883  0.60265988 -0.03293314],[ 0.38439304  0.60280484 -0.02814178],[ 0.39332274  0.51513898 -0.05510284],[ 0.41388309  0.55415177 -0.05099058],[ 0.42009878  0.59982741 -0.0410356 ]
[4.27715659e-01 8.02346468e-01 3.94517734e-08],[ 0.49543831  0.77537072 -0.0117585 ],[ 0.5451287   0.69325197 -0.01413589],[ 0.57591277  0.62688166 -0.02034511],[ 0.59680527  0.58007324 -0.02752587],[0.50321519 0.57101864 0.0028745 ],[ 0.51106542  0.4713313  -0.01003592],[ 0.51966596  0.41796765 -0.01846462],[ 0.52403432  0.37255621 -0.02562205],[ 0.46862435  0.56487644 -0.00511038],[ 0.48785529  0.46772379 -0.03560498],[ 0.50471967  0.52987033 -0.04677889],[ 0.50624162  0.58290142 -0.04544639],[ 0.43083802  0.57361805 -0.01535059],[ 0.44447953  0.47488773 -0.0492818 ],[ 0.46451539  0.54149753 -0.04579061],[ 0.4643257   0.59390861 -0.03318632],[ 0.38731489  0.59466362 -0.02641252],[ 0.39682823  0.50918281 -0.05228502],[ 0.41794109  0.54772621 -0.04799693],[ 0.42263114  0.58978528 -0.03842755]
[4.30152327e-01 7.90861309e-01 2.97727016e-08],[ 0.49528253  0.76364261 -0.01012315],[ 0.5450303   0.6820519  -0.01201214],[ 0.57506919  0.62024915 -0.0179179 ],[ 0.59589589  0.57643878 -0.02475815],[0.50321573 0.55926389 0.00541216],[ 0.50981075  0.46511877 -0.0062275 ],[ 0.51729363  0.41379926 -0.01419294],[ 0.52157283  0.37060368 -0.02105753],[ 0.46835607  0.5542168  -0.00261418],[ 0.48760191  0.46329278 -0.03179856],[ 0.50377816  0.52210706 -0.04314567],[ 0.50453132  0.57407308 -0.04238108],[ 0.43099037  0.5625841  -0.01274858],[ 0.4453969   0.46828869 -0.04555616],[ 0.46541217  0.53260475 -0.04273971],[ 0.46527627  0.58562046 -0.0309265 ],[ 0.38818419  0.5816474  -0.02361768],[ 0.39974815  0.50115103 -0.04905835],[ 0.4206275   0.53979069 -0.04546767],[ 0.42490786  0.5820902  -0.03645928]
[4.33728337e-01 7.82113016e-01 4.58976785e-08],[ 0.49709561  0.75753707 -0.01382227],[ 0.5439651   0.67800587 -0.01840007],[ 0.57378125  0.61521548 -0.02619286],[ 0.59366548  0.57115942 -0.03507502],[ 0.50145024  0.55528104 -0.00336584],[ 0.50797784  0.45918179 -0.01714463],[ 0.51694947  0.40840614 -0.0263595 ],[ 0.52133524  0.36594325 -0.03393034],[ 0.46657851  0.55087602 -0.01042822],[ 0.48488894  0.4562695  -0.04021075],[ 0.50216633  0.51331449 -0.05119876],[ 0.5032568   0.56487924 -0.05066156],[ 0.42998999  0.5604791  -0.01969823],[ 0.4424814   0.46353233 -0.05242172],[ 0.46417895  0.52485192 -0.04984193],[ 0.46514142  0.57836735 -0.0387527 ],[ 0.38878125  0.58113164 -0.03004833],[ 0.3982676   0.49697015 -0.05614688],[ 0.42017338  0.53149271 -0.05352893],[ 0.42601374  0.57388872 -0.0455321 ]
[4.35578108e-01 7.74850190e-01 4.60788598e-08],[ 0.49618402  0.75040334 -0.01048164],[ 0.54281509  0.66981614 -0.01251775],[ 0.57181495  0.60731339 -0.01845414],[ 0.58961737  0.56312728 -0.02534553],[0.49896109 0.54776078 0.00498811],[ 0.50516033  0.45641285 -0.00576297],[ 0.51369488  0.40609908 -0.01252   ],[ 0.51880836  0.36503363 -0.0182071 ],[ 0.4656378   0.54287863 -0.00300521],[ 0.48717931  0.44993556 -0.03079613],[ 0.5051235   0.50856012 -0.04035578],[ 0.50616729  0.56056589 -0.03787867],[ 0.42988938  0.55143881 -0.01315322],[ 0.44547895  0.45781639 -0.04528227],[ 0.46717089  0.5225209  -0.04155394],[ 0.46642289  0.57540286 -0.02870876],[ 0.38872474  0.57151401 -0.02402421],[ 0.40174383  0.48717669 -0.04907697],[ 0.42355764  0.52576113 -0.04430509],[ 0.42750481  0.56971163 -0.03420152]
[4.39365715e-01 7.70540237e-01 4.93657453e-08],[ 0.49953058  0.7433638  -0.00934643],[ 0.5428496   0.66375804 -0.01010474],[ 0.56971717  0.60273671 -0.01519718],[ 0.5872649   0.56011331 -0.02115883],[0.49808177 0.54478157 0.00971249],[ 0.50161797  0.4550094  -0.001213  ],[ 0.51046652  0.40397793 -0.00883721],[ 0.51676291  0.36245376 -0.01516143],[0.46595553 0.54041803 0.0016129 ],[ 0.48601398  0.44786602 -0.02761013],[ 0.50405973  0.50549114 -0.03912634],[ 0.5057528   0.55936724 -0.03748665],[ 0.43148655  0.54798073 -0.00883916],[ 0.4465341   0.45593417 -0.04220585],[ 0.46801513  0.51937139 -0.04043027],[ 0.46848211  0.5737592  -0.02827853],[ 0.39148429  0.5667156  -0.01990602],[ 0.40411973  0.48593527 -0.04604085],[ 0.42464083  0.52372628 -0.04306931],[ 0.42860672  0.5673402  -0.03385861]
[4.36475277e-01 7.67889440e-01 7.85059981e-08],[ 0.49579468  0.7404359  -0.0115386 ],[ 0.54186136  0.6615026  -0.01486672],[ 0.56965721  0.60023546 -0.02202183],[ 0.58548963  0.55589336 -0.02975851],[0.49519029 0.54781222 0.00253111],[ 0.49879995  0.45189297 -0.01062014],[ 0.5087406   0.40060693 -0.01884693],[ 0.5145725   0.36053085 -0.02497502],[ 0.4636777   0.54373932 -0.00483697],[ 0.48712566  0.44798616 -0.03382853],[ 0.50750995  0.50264108 -0.04445628],[ 0.50859267  0.55329847 -0.0429728 ],[ 0.43017551  0.55051672 -0.01455147],[ 0.44749492  0.45612705 -0.04685659],[ 0.4695414   0.51744175 -0.0440233 ],[ 0.4691909   0.57103491 -0.03195935],[ 0.3916119   0.56752861 -0.02517642],[ 0.40290603  0.48613486 -0.05046508],[ 0.42595592  0.5206182  -0.04714478],[ 0.4322238   0.56428689 -0.03807184]
[4.35978740e-01 7.68578470e-01 9.52258858e-08],[ 0.49514955  0.74089658 -0.00968442],[ 0.53979301  0.65988159 -0.01146261],[ 0.56739753  0.59767121 -0.01766834],[ 0.58376503  0.55288649 -0.0244457 ],[0.49405384 0.5450545  0.00799562],[ 0.49806425  0.45320579 -0.00345005],[ 0.50719541  0.40137976 -0.01104542],[ 0.51262587  0.35973477 -0.01718031],[ 0.46342802  0.54062665 -0.00061062],[ 0.48756406  0.44537914 -0.02952182],[ 0.51102775  0.497087   -0.0411342 ],[ 0.51424426  0.54705107 -0.03985605],[ 0.43054551  0.5475769  -0.01152609],[ 0.44653666  0.45250899 -0.04464499],[ 0.47219145  0.51429647 -0.04302701],[ 0.4738802   0.56862402 -0.03114561],[ 0.39286849  0.56596631 -0.0231179 ],[ 0.40659815  0.48376563 -0.04943033],[ 0.4298377   0.52110118 -0.04637849],[ 0.43436986  0.56681401 -0.03708698]
[4.39828128e-01 7.65761375e-01 1.07594140e-07],[ 0.49653065  0.7379812  -0.0107324 ],[ 0.53957295  0.6579234  -0.01396726],[ 0.56631202  0.59663492 -0.02141964],[ 0.5825299   0.55016375 -0.02930371],[0.49366671 0.54261583 0.0052729 ],[ 0.49729824  0.44892299 -0.0075876 ],[ 0.50744772  0.39911538 -0.01633425],[ 0.51306736  0.3598817  -0.02300954],[ 0.46324724  0.53838152 -0.00298229],[ 0.48794606  0.44334117 -0.03261819],[ 0.51192623  0.49481815 -0.04484643],[ 0.51489031  0.54493046 -0.04440781],[ 0.43030936  0.5451293  -0.01361134],[ 0.44755119  0.44954008 -0.04689172],[ 0.47256279  0.51108867 -0.04539928],[ 0.47367576  0.56593162 -0.03396992],[ 0.39249778  0.56262618 -0.02501221],[ 0.40616718  0.48212412 -0.05126176],[ 0.43050084  0.51889861 -0.04847509],[ 0.43658769  0.56456864 -0.0395894 ]
[4.37435359e-01 7.68352807e-01 1.06354179e-07],[ 0.49656743  0.7402609  -0.01058683],[ 0.53944451  0.65933269 -0.01321372],[ 0.56456888  0.59625065 -0.02036695],[ 0.58037263  0.55113316 -0.02801822],[0.49181321 0.54950207 0.00498042],[ 0.49467611  0.45271322 -0.00813207],[ 0.50533158  0.40032965 -0.01645437],[ 0.51218754  0.35959178 -0.02270821],[ 0.46200687  0.54467297 -0.00354138],[ 0.48667762  0.44470465 -0.03425967],[ 0.51259208  0.49296129 -0.04696045],[ 0.51694036  0.54356074 -0.04642423],[ 0.43002063  0.55072689 -0.01441213],[ 0.44756302  0.45330328 -0.04832083],[ 0.47277343  0.51269174 -0.0478324 ],[ 0.47419351  0.56842196 -0.03669324],[ 0.39294946  0.56740713 -0.02605238],[ 0.40449107  0.4842869  -0.05263139],[ 0.43009013  0.51816159 -0.05080489],[ 0.43838638  0.56481242 -0.04243255]
[4.36855763e-01 7.68028259e-01 9.19768510e-08],[ 0.49726349  0.73617613 -0.00479072],[ 0.53891861  0.65541553 -0.00483769],[ 0.56426162  0.59514225 -0.01057058],[ 0.57724285  0.54990631 -0.01676053],[0.49054983 0.54540116 0.01386867],[0.49346876 0.45157725 0.00291722],[ 0.50502759  0.39991832 -0.00481168],[ 0.51100159  0.35932446 -0.01097906],[0.46254066 0.54099822 0.00267152],[ 0.48778152  0.4446528  -0.02568234],[ 0.51525992  0.4945904  -0.03800467],[ 0.5180375   0.54338449 -0.03756464],[ 0.43151495  0.54644829 -0.01068419],[ 0.45047772  0.45292774 -0.04348446],[ 0.47628024  0.5149954  -0.04225105],[ 0.47443247  0.56832355 -0.03074889],[ 0.39473325  0.56238884 -0.02428521],[ 0.40915889  0.48248321 -0.04936725],[ 0.43533653  0.5198645  -0.04552795],[ 0.44023588  0.56577444 -0.03595436]
